ID,PBT_ALLOWED,PBT_PASSED,PBT_READING,PBT_TOLERANT
4902509,16000,true,580,16800
4902510,16000,true,920,16800
4902511,16000,true,1290,16800
4902512,16000,true,780,16800
4902513,16000,true,1140,16800
4902514,16000,true,990,16800
4902515,16000,true,1950,16800
4902516,16000,true,1640,16800
4902517,23000,true,18800,24150
4902518,16000,true,870,16800
4902519,16000,true,820,16800
4902520,16000,true,740,16800
4902521,16000,true,1280,16800
4902524,23000,true,13400,24150
4902525,16000,true,960,16800
4902526,16000,true,1130,16800
4902528,16000,true,6200,16800
4902529,16000,true,8400,16800
4902530,23000,true,14100,24150
4902531,23000,true,8400,24150
4902532,16000,true,1880,16800
4902533,43000,true,14900,45150
4902534,16000,true,1790,16800
4902535,29000,true,20800,30450
4902536,53000,true,16600,55650
4902537,16000,true,7500,16800
4902538,16000,true,1260,16800
4902539,16000,true,750,16800
4902540,16000,true,1530,16800
4902542,16000,true,1370,16800
4902543,16000,true,880,16800
4902544,16000,true,5600,16800
4902545,16000,true,8900,16800
4902547,16000,true,9000,16800
4902548,16000,true,900,16800
4902549,16000,true,1680,16800
4902551,16000,true,560,16800
4902552,16000,true,1600,16800
4902553,16000,true,1070,16800
4902554,16000,true,2270,16800
4902555,16000,true,6300,16800
4902556,57000,true,18000,59850
4902557,16000,true,2910,16800
4902558,16000,true,2230,16800
4902559,16000,true,1130,16800
4902560,16000,true,1300,16800
4902561,48000,true,35200,50400
4902562,36000,true,13400,37800
4902564,16000,true,920,16800
4902565,16000,true,1590,16800
4902566,16000,true,1130,16800
4902567,16000,true,860,16800
4902568,16000,true,550,16800
4902569,16000,true,1550,16800
4902570,16000,true,760,16800
4902573,16000,true,3640,16800
4902574,16000,true,2590,16800
4902575,16000,true,4130,16800
4902576,16000,true,920,16800
4902577,16000,true,1120,16800
4902578,16000,true,1130,16800
4902579,16000,true,1070,16800
4902580,16000,true,740,16800
4902581,16000,true,1040,16800
4902583,16000,true,1010,16800
4902584,16000,true,630,16800
4902585,16000,true,1360,16800
4902586,16000,true,1580,16800
4902587,16000,true,960,16800
4902589,16000,true,4100,16800
4902590,16000,true,1900,16800
4902591,16000,true,1120,16800
4902592,16000,true,1330,16800
4902593,33000,true,11300,34650
4902594,16000,true,1750,16800
4902595,16000,true,1670,16800
4902596,16000,true,1030,16800
4902597,16000,true,7400,16800
4902599,16000,true,11200,16800
4902601,23000,true,7200,24150
4902603,16000,true,1230,16800
4902604,16000,true,2040,16800
4902605,16000,true,680,16800
4902606,16000,true,3630,16800
4902607,16000,true,1020,16800
4902608,16000,true,700,16800
4902609,16000,true,2080,16800
4902610,16000,true,790,16800
4902611,33000,true,20100,34650
4902612,16000,true,460,16800
4902613,16000,true,570,16800
4902614,16000,true,4040,16800
4902615,16000,true,1070,16800
4902616,16000,true,2760,16800
4902617,23000,true,10400,24150
4902619,16000,true,1570,16800
4902620,23000,true,20700,24150
4902621,16000,true,750,16800
4902622,43000,true,14100,45150
4902623,16000,true,1200,16800
4902624,16000,true,1580,16800
4902625,16000,true,780,16800
4902626,16000,true,810,16800
4902627,23000,true,9900,24150
4902629,16000,true,5500,16800
4902630,26000,true,2900,27300
4902631,16000,true,5900,16800
4902632,48000,true,23600,50400
4902633,16000,true,1360,16800
4902634,16000,true,870,16800
4902635,16000,true,840,16800
4902636,16000,true,8400,16800
4902637,16000,true,1880,16800
4902638,33000,true,12800,34650
4902639,57000,true,43500,59850
4902640,16000,true,3430,16800
4902641,16000,true,600,16800
4902642,16000,true,8100,16800
4902643,16000,true,2190,16800
4902644,41000,true,26300,43050
4902645,16000,true,1140,16800
4902646,16000,true,1780,16800
4902647,33000,true,12300,34650
4902648,16000,true,1770,16800
4902649,16000,true,670,16800
4902650,16000,true,1370,16800
4902651,16000,true,5800,16800
4902652,16000,true,6600,16800
4902653,16000,true,3010,16800
4902655,36000,true,2110,37800
4902656,16000,true,7800,16800
4902658,16000,true,1230,16800
4902659,16000,true,560,16800
4902661,16000,true,1570,16800
4902663,16000,true,12800,16800
4902665,16000,true,5100,16800
4902667,16000,true,1440,16800
4902670,16000,true,1430,16800
4902671,16000,true,5600,16800
4902672,23000,true,12700,24150
4902673,16000,true,1010,16800
4902674,16000,true,1400,16800
4902675,16000,true,1130,16800
4902676,16000,true,1800,16800
4902677,23000,true,7000,24150
4902678,16000,true,1550,16800
4902679,22000,true,1400,23100
4902680,16000,true,1150,16800
4902683,16000,true,1610,16800
4902684,16000,true,1000,16800
4902686,16000,true,920,16800
4902688,33000,true,14800,34650
4902689,16000,true,850,16800
4902690,16000,true,1630,16800
4902691,16000,true,7400,16800
4902692,16000,true,1010,16800
4902693,23000,true,11900,24150
4902694,16000,true,500,16800
4902695,16000,true,950,16800
4902697,16000,true,1050,16800
4902698,33000,true,14400,34650
4902699,16000,true,1100,16800
4902700,16000,true,1410,16800
4902702,33000,true,11200,34650
4902704,16000,true,1870,16800
4902705,16000,true,6800,16800
4902706,48000,true,33400,50400
4902707,48000,true,40700,50400
4902708,33000,true,10900,34650
4902709,40000,true,15400,42000
4902710,16000,true,510,16800
4902712,16000,true,780,16800
4902713,16000,true,980,16800
4902714,16000,true,690,16800
4902715,33000,true,11800,34650
4902716,16000,true,1170,16800
4902717,23000,true,15800,24150
4902718,23000,true,7300,24150
4902719,16000,true,1330,16800
4902721,16000,true,660,16800
4902722,41000,true,28500,43050
4902723,48000,true,41600,50400
4902724,16000,true,9100,16800
4902726,16000,true,730,16800
4902727,16000,true,990,16800
4902728,16000,true,1110,16800
4902729,16000,true,3900,16800
4902730,16000,true,1940,16800
4902731,16000,true,7500,16800
4902733,16000,true,790,16800
4902734,33000,true,11700,34650
4902735,16000,true,9900,16800
4902737,48000,true,38300,50400
4902738,29000,true,20800,30450
4902740,16000,true,910,16800
4902741,43000,true,15100,45150
4902742,16000,true,980,16800
4902743,23000,true,10100,24150
4902745,22000,true,1110,23100
4902746,43000,true,13000,45150
4902747,16000,true,2880,16800
4902749,16000,true,6400,16800
4902751,16000,true,11800,16800
4902753,23000,true,6400,24150
4902754,16000,true,1260,16800
4902755,16000,true,1660,16800
4902756,16000,true,1360,16800
4902757,16000,true,1390,16800
4902758,16000,true,1930,16800
4902759,16000,true,860,16800
4902760,16000,true,630,16800
4902761,41000,true,17100,43050
4902762,16000,true,2340,16800
4902763,23000,true,6030,24150
4902764,16000,true,1120,16800
4902765,16000,true,2380,16800
4902767,16000,true,10100,16800
4902769,16000,true,1490,16800
4902770,16000,true,910,16800
4902771,40000,true,13800,42000
4902773,16000,true,2000,16800
4902774,16000,true,1120,16800
4902775,50000,true,16700,52500
4902776,33000,true,14300,34650
4902777,48000,true,34500,50400
4902778,16000,true,690,16800
4902780,48000,true,30300,50400
4902781,16000,true,450,16800
4902782,16000,true,1170,16800
4902783,16000,true,1560,16800
4902785,40000,true,12700,42000
4902786,16000,true,890,16800
4902787,16000,true,1790,16800
4902788,16000,true,1420,16800
4902789,16000,true,1380,16800
4902790,16000,true,1030,16800
4902791,16000,true,930,16800
4902792,16000,true,1510,16800
4902793,16000,true,11700,16800
4902794,29000,true,19800,30450
4902795,16000,true,490,16800
4902796,29000,true,20800,30450
4902797,16000,true,4500,16800
4902798,23000,true,15600,24150
4902799,16000,true,1260,16800
4902800,26000,true,11300,27300
4902803,16000,true,1690,16800
4902805,33000,true,5200,34650
4902806,23000,true,15300,24150
4902807,16000,true,790,16800
4902809,16000,true,1640,16800
4902810,16000,true,7500,16800
4902812,23000,true,10600,24150
4902813,16000,true,680,16800
4902814,33000,true,19500,34650
4902815,57000,true,18700,59850
4902816,16000,true,640,16800
4902817,16000,true,1530,16800
4902818,23000,true,7100,24150
4902819,16000,true,790,16800
4902820,43000,true,11800,45150
4902821,16000,true,1050,16800
4902822,16000,true,970,16800
4902823,16000,true,1730,16800
4902827,16000,true,5700,16800
4902828,16000,true,1190,16800
4902829,16000,true,1520,16800
4902830,16000,true,900,16800
4902831,16000,true,5700,16800
4902832,16000,true,2590,16800
4902833,16000,true,1170,16800
4902834,16000,true,1110,16800
4902835,16000,true,1340,16800
4902837,26000,true,11900,27300
4902838,16000,true,7300,16800
4902840,41000,true,14500,43050
4902841,48000,true,33900,50400
4902842,16000,true,1010,16800
4902843,16000,true,2190,16800
4902844,16000,true,2500,16800
4902845,16000,true,1900,16800
4902847,16000,true,7300,16800
4902849,40000,true,11300,42000
4902850,43000,true,16800,45150
4902851,23000,true,7000,24150
4902852,33000,true,11600,34650
4902854,16000,true,940,16800
4902855,16000,true,7900,16800
4902856,16000,true,9500,16800
4902858,48000,true,34000,50400
4902859,16000,true,720,16800
4902862,16000,true,970,16800
4902863,16000,true,1700,16800
4902864,16000,true,3620,16800
4902866,16000,true,1190,16800
4902867,16000,true,1000,16800
4902868,16000,true,880,16800
4902870,16000,true,4200,16800
4902871,23000,true,13000,24150
4902872,16000,true,680,16800
4902873,23000,true,14700,24150
4902874,16000,true,590,16800
4902875,16000,true,990,16800
4902877,16000,true,4090,16800
4902878,16000,true,890,16800
4902879,16000,true,1240,16800
4902882,16000,true,1200,16800
4902883,16000,true,7100,16800
4902884,33000,true,11700,34650
4902885,16000,true,1510,16800
4902886,16000,true,1250,16800
4902887,16000,true,700,16800
4902888,16000,true,6100,16800
4902892,16000,true,1160,16800
4902893,16000,true,1870,16800
4902894,23000,true,15900,24150
4902895,16000,true,860,16800
4902896,16000,true,3690,16800
4902897,16000,true,1300,16800
4902898,16000,true,7600,16800
4902900,48000,true,37000,50400
4902901,16000,true,2160,16800
4902902,16000,true,2190,16800
4902903,33000,true,12500,34650
4902904,16000,true,1510,16800
4902905,16000,true,1280,16800
4902906,16000,true,2080,16800
4902907,23000,true,14500,24150
4902908,26000,true,5100,27300
4902910,16000,true,2520,16800
4902911,16000,true,3800,16800
4902912,16000,true,1780,16800
4902913,16000,true,1650,16800
4902914,16000,true,660,16800
4902915,16000,true,1790,16800
4902916,16000,true,2830,16800
4902918,16000,true,1650,16800
4902919,16000,true,940,16800
4902920,16000,true,6900,16800
4902921,33000,true,12000,34650
4902922,16000,true,570,16800
4902923,16000,true,1770,16800
4902925,16000,true,7100,16800
4902927,16000,true,6800,16800
4902928,16000,true,830,16800
4902929,33000,true,10500,34650
4902930,23000,true,14400,24150
4902931,16000,true,7300,16800
4902933,16000,true,3940,16800
4902934,16000,true,640,16800
4902936,16000,true,1150,16800
4902937,16000,true,580,16800
4902939,16000,true,860,16800
4902940,16000,true,800,16800
4902941,16000,true,1150,16800
4902942,16000,true,1010,16800
4902943,23000,true,8700,24150
4902945,48000,true,32300,50400
4902946,16000,true,2510,16800
4902947,16000,true,980,16800
4902948,16000,true,2430,16800
4902950,23000,true,6500,24150
4902952,23000,true,8900,24150
4902953,23000,true,6900,24150
4902954,16000,true,7600,16800
4902956,16000,true,1040,16800
4902957,57000,true,16400,59850
4902958,16000,true,800,16800
4902959,33000,true,7140,34650
4902960,16000,true,1500,16800
4902961,16000,true,1260,16800
4902963,16000,true,1860,16800
4902964,16000,true,5200,16800
4902966,23000,true,8900,24150
4902967,16000,true,580,16800
4902968,16000,true,510,16800
4902969,16000,true,1010,16800
4902970,16000,true,1000,16800
4902971,16000,true,1700,16800
4902972,16000,true,2110,16800
4902973,16000,true,1720,16800
4902974,16000,true,950,16800
4902975,16000,true,1060,16800
4902976,16000,true,1260,16800
4902977,43000,true,24400,45150
4902978,33000,true,12400,34650
4902980,16000,true,1330,16800
4902981,16000,true,3670,16800
4902983,48000,true,36500,50400
4902984,16000,true,1180,16800
4902985,48000,true,25900,50400
4902986,16000,true,2110,16800
4902987,16000,true,1440,16800
4902990,16000,true,850,16800
4902991,16000,true,830,16800
4902992,16000,true,1880,16800
4902993,16000,true,580,16800
4902995,33000,true,14300,34650
4902996,16000,true,5900,16800
4902997,16000,true,990,16800
4902998,29000,true,20400,30450
4902999,23000,true,6800,24150
4903000,33000,true,15000,34650
4903001,23000,true,14200,24150
4903004,16000,true,3320,16800
4903007,23000,true,5800,24150
4903008,16000,true,2760,16800
4903009,16000,true,710,16800
4903010,16000,true,1810,16800
4903011,16000,true,1340,16800
4903012,16000,true,1110,16800
4903013,16000,true,930,16800
4903014,16000,true,1960,16800
4903015,16000,true,1850,16800
4903017,16000,true,1690,16800
4903018,16000,true,4300,16800
4903019,48000,true,34100,50400
4903020,26000,true,13600,27300
4903021,23000,true,16300,24150
4903022,16000,true,7100,16800
4903023,16000,true,8400,16800
4903025,16000,true,1040,16800
4903026,16000,true,630,16800
4903028,16000,true,1580,16800
4903029,16000,true,480,16800
4903030,33000,true,11900,34650
4903031,16000,true,1230,16800
4903033,16000,true,5800,16800
4903034,16000,true,770,16800
4903035,48000,true,30000,50400
4903036,16000,true,5400,16800
4903037,16000,true,1160,16800
4903038,16000,true,1030,16800
4903042,16000,true,1100,16800
4903043,16000,true,3530,16800
4903044,16000,true,2120,16800
4903045,41000,true,32800,43050
4903046,16000,true,500,16800
4903047,41000,true,9400,43050
4903048,16000,true,590,16800
4903049,33000,true,9600,34650
4903051,16000,true,770,16800
4903052,16000,true,510,16800
4903053,33000,true,10400,34650
4903054,33000,true,12100,34650
4903056,16000,true,6600,16800
4903057,16000,true,1340,16800
4903058,16000,true,980,16800
4903059,33000,true,16900,34650
4903060,16000,true,6300,16800
4903061,16000,true,6700,16800
4903062,23000,true,8800,24150
4903063,16000,true,9700,16800
4903064,16000,true,610,16800
4903065,33000,true,10700,34650
4903066,16000,true,1820,16800
4903067,74000,true,40700,77700
4903068,16000,true,1300,16800
4903069,16000,true,970,16800
4903070,33000,true,12300,34650
4903071,16000,true,1150,16800
4903072,48000,true,35400,50400
4903073,26000,true,14400,27300
4903074,16000,true,1610,16800
4903075,16000,true,1540,16800
4903076,16000,true,8300,16800
4903077,16000,true,1290,16800
4903078,23000,true,8400,24150
4903079,33000,true,15700,34650
4903080,23000,true,10300,24150
4903081,16000,true,670,16800
4903082,16000,true,7000,16800
4903083,16000,true,5100,16800
4903084,16000,true,720,16800
4903085,33000,true,12100,34650
4903086,16000,true,2120,16800
4903087,16000,true,2120,16800
4903089,33000,true,13500,34650
4903090,16000,true,1070,16800
4903091,16000,true,530,16800
4903092,16000,true,1150,16800
4903093,16000,true,1190,16800
4903094,16000,true,530,16800
4903095,16000,true,1350,16800
4903096,57000,true,34600,59850
4903097,16000,true,1140,16800
4903098,16000,true,6200,16800
4903099,16000,true,1320,16800
4903100,16000,true,1140,16800
4903104,16000,true,860,16800
4903106,41000,true,28600,43050
4903107,16000,true,1200,16800
4903108,16000,true,1420,16800
4903109,16000,true,510,16800
4903110,16000,true,1320,16800
4903111,16000,true,2920,16800
4903112,16000,true,1470,16800
4903115,16000,true,960,16800
4903116,16000,true,910,16800
4903117,16000,true,860,16800
4903118,16000,true,1520,16800
4903119,16000,true,2070,16800
4903121,41000,true,13400,43050
4903122,16000,true,990,16800
4903123,53000,true,28000,55650
4903124,16000,true,8000,16800
4903125,16000,true,2140,16800
4903126,16000,true,1320,16800
4903127,16000,true,3180,16800
4903128,16000,true,620,16800
4903129,16000,true,870,16800
4903131,16000,true,2370,16800
4903132,16000,true,7900,16800
4903134,16000,true,790,16800
4903135,16000,true,1330,16800
4903136,16000,true,730,16800
4903137,16000,true,12900,16800
4903138,36000,true,9800,37800
4903142,16000,true,1110,16800
4903143,16000,true,3980,16800
4903146,16000,true,1130,16800
4903147,23000,true,16700,24150
4903148,16000,true,1550,16800
4903149,33000,true,12500,34650
4903150,16000,true,1100,16800
4903151,16000,true,1060,16800
4903152,16000,true,1510,16800
4903153,33000,true,16000,34650
4903154,23000,true,21700,24150
4903157,16000,true,1030,16800
4903158,26000,true,12700,27300
4903159,16000,true,660,16800
4903160,16000,true,820,16800
4903161,16000,true,3010,16800
4903162,23000,true,8700,24150
4903163,16000,true,4100,16800
4903164,16000,true,1630,16800
4903165,16000,true,950,16800
4903166,16000,true,4500,16800
4903168,16000,true,2790,16800
4903169,16000,true,5800,16800
4903170,16000,true,880,16800
4903171,16000,true,1530,16800
4903172,41000,true,20800,43050
4903173,16000,true,1420,16800
4903174,16000,true,1120,16800
4903176,16000,true,6200,16800
4903177,16000,true,1380,16800
4903178,33000,true,20500,34650
4903179,33000,true,12500,34650
4903182,16000,true,1180,16800
4903183,16000,true,1400,16800
4903184,16000,true,1210,16800
4903185,16000,true,1050,16800
4903187,16000,true,5700,16800
4903188,41000,true,20400,43050
4903189,16000,true,2060,16800
4903190,16000,true,7500,16800
4903192,16000,true,4600,16800
4903193,16000,true,1220,16800
4903195,16000,true,2120,16800
4903196,16000,true,2160,16800
4903197,16000,true,990,16800
4903198,23000,true,10600,24150
4903199,16000,true,11400,16800
4903202,16000,true,730,16800
4903203,48000,true,34000,50400
4903204,41000,true,11600,43050
4903205,16000,true,1120,16800
4903206,48000,true,36400,50400
4903207,16000,true,730,16800
4903208,16000,true,7700,16800
4903210,16000,true,2110,16800
4903211,48000,true,32000,50400
4903212,33000,true,14700,34650
4903214,16000,true,1330,16800
4903215,16000,true,1560,16800
4903216,16000,true,3580,16800
4903217,16000,true,7900,16800
4903218,23000,true,16900,24150
4903219,23000,true,6400,24150
4903220,16000,true,2820,16800
4903221,16000,true,9700,16800
4903222,16000,true,970,16800
4903223,16000,true,4170,16800
4903225,16000,true,4070,16800
4903227,16000,true,3460,16800
4903228,16000,true,2320,16800
4903230,16000,true,4070,16800
4903231,16000,true,1030,16800
4903232,16000,true,910,16800
4903234,16000,true,1830,16800
4903236,16000,true,10500,16800
4903237,16000,true,1230,16800
4903238,16000,true,890,16800
4903239,16000,true,2380,16800
4903241,57000,true,44300,59850
4903242,16000,true,770,16800
4903243,16000,true,2000,16800
4903244,53000,true,32300,55650
4903245,16000,true,1080,16800
4903246,16000,true,1230,16800
4903247,48000,true,41800,50400
4903248,57000,true,17800,59850
4903249,16000,true,1270,16800
4903251,16000,true,1340,16800
4903252,57000,true,15500,59850
4903253,16000,true,1460,16800
4903255,16000,true,1360,16800
4903256,16000,true,990,16800
4903257,16000,true,9700,16800
4903258,16000,true,1060,16800
4903260,16000,true,760,16800
4903261,16000,true,790,16800
4903262,16000,true,1270,16800
4903263,16000,true,1770,16800
4903265,23000,true,13100,24150
4903266,26000,true,14000,27300
4903267,16000,true,3290,16800
4903270,16000,true,12400,16800
4903271,40000,true,14600,42000
4903272,16000,true,1330,16800
4903273,16000,true,1120,16800
4903274,26000,true,11500,27300
4903275,23000,true,3880,24150
4903277,16000,true,820,16800
4903278,40000,true,22300,42000
4903279,23000,true,9600,24150
4903281,16000,true,820,16800
4903282,16000,true,1110,16800
4903283,16000,true,980,16800
4903285,16000,true,1740,16800
4903286,16000,true,7700,16800
4903287,16000,true,2150,16800
4903289,16000,true,1340,16800
4903290,16000,true,910,16800
4903292,16000,true,880,16800
4903294,16000,true,1280,16800
4903295,16000,true,2160,16800
4903297,16000,true,990,16800
4903299,16000,true,1540,16800
4903300,23000,true,10500,24150
4903302,16000,true,11000,16800
4903303,16000,true,1730,16800
4903304,16000,true,1260,16800
4903305,23000,true,20500,24150
4903307,16000,true,4200,16800
4903308,16000,true,1040,16800
4903309,16000,true,4900,16800
4903311,16000,true,1010,16800
4903313,16000,true,790,16800
4903314,23000,true,7200,24150
4903315,23000,false,27100,24150
4903316,23000,true,8200,24150
4903317,16000,true,1260,16800
4903318,16000,true,1430,16800
4903320,16000,true,1390,16800
4903321,16000,true,1760,16800
4903322,16000,true,590,16800
4903323,16000,true,7900,16800
4903324,16000,true,1180,16800
4903325,16000,true,1500,16800
4903326,16000,true,660,16800
4903327,16000,true,2630,16800
4903328,16000,true,380,16800
4903329,16000,true,900,16800
4903330,16000,true,540,16800
4903332,16000,true,1290,16800
4903333,16000,true,1660,16800
4903334,23000,true,15300,24150
4903335,16000,true,990,16800
4903336,16000,true,720,16800
4903337,23000,true,16000,24150
4903340,16000,true,1180,16800
4903342,48000,true,37600,50400
4903343,16000,true,1150,16800
4903344,33000,true,11000,34650
4903345,16000,true,1090,16800
4903346,16000,true,1930,16800
4903347,23000,true,6330,24150
4903348,16000,true,1300,16800
4903349,57000,true,33000,59850
4903350,16000,true,1050,16800
4903351,16000,true,1170,16800
4903352,16000,true,450,16800
4903354,16000,true,1200,16800
4903356,57000,true,44400,59850
4903357,48000,true,37400,50400
4903358,48000,true,15900,50400
4903359,57000,true,40900,59850
4903360,16000,true,1200,16800
4903361,16000,true,1410,16800
4903362,16000,true,2150,16800
4903363,23000,true,13900,24150
4903364,16000,true,960,16800
4903365,16000,true,1210,16800
4903366,16000,true,1250,16800
4903367,23000,true,8000,24150
4903369,16000,true,1320,16800
4903370,16000,true,840,16800
4903371,16000,true,6300,16800
4903372,16000,true,1480,16800
4903373,23000,true,18700,24150
4903374,16000,true,1180,16800
4903375,16000,true,1420,16800
4903376,16000,true,1160,16800
4903377,16000,true,1440,16800
4903379,16000,true,8000,16800
4903381,33000,true,13200,34650
4903382,16000,true,770,16800
4903383,33000,true,14200,34650
4903384,16000,true,8100,16800
4903385,50000,true,16900,52500
4903386,16000,true,1020,16800
4903387,16000,true,2510,16800
4903388,16000,true,1630,16800
4903389,16000,true,1030,16800
4903390,16000,true,1070,16800
4903391,16000,true,1920,16800
4903392,23000,true,8400,24150
4903393,33000,true,13100,34650
4903394,33000,true,15600,34650
4903395,33000,true,10600,34650
4903396,16000,true,600,16800
4903397,16000,true,1080,16800
4903398,57000,true,45600,59850
4903399,16000,true,5300,16800
4903400,16000,true,830,16800
4903401,16000,true,1210,16800
4903402,16000,true,1480,16800
4903403,16000,true,2120,16800
4903405,16000,true,4300,16800
4903406,16000,true,1160,16800
4903407,16000,true,2090,16800
4903408,16000,true,2380,16800
4903409,23000,true,7600,24150
4903410,16000,true,6200,16800
4903411,16000,true,500,16800
4903412,23000,true,13800,24150
4903413,16000,true,1570,16800
4903414,16000,true,1430,16800
4903415,16000,true,3260,16800
4903416,16000,true,530,16800
4903417,16000,true,5100,16800
4903418,16000,true,1390,16800
4903419,40000,true,10700,42000
4903420,23000,true,8000,24150
4903422,23000,true,16400,24150
4903423,16000,true,11600,16800
4903424,23000,true,5980,24150
4903425,16000,true,1130,16800
4903426,16000,true,1780,16800
4903428,16000,true,1680,16800
4903429,16000,true,760,16800
4903430,33000,true,11900,34650
4903431,57000,true,20600,59850
4903432,57000,true,18700,59850
4903433,57000,true,20300,59850
4903434,16000,true,670,16800
4903435,23000,true,16600,24150
4903437,23000,true,17700,24150
4903440,16000,true,1540,16800
4903441,57000,true,48300,59850
4903442,23000,true,6470,24150
4903444,16000,true,1610,16800
4903447,16000,true,7600,16800
4903448,29000,true,29200,30450
4903449,16000,true,5200,16800
4903451,16000,true,2320,16800
4903452,23000,true,8600,24150
4903453,16000,true,860,16800
4903454,48000,true,30100,50400
4903456,16000,true,7600,16800
4903460,16000,true,1120,16800
4903461,16000,true,930,16800
4903462,57000,true,52300,59850
4903463,48000,true,42800,50400
4903464,16000,true,880,16800
4903465,48000,true,46100,50400
4903466,16000,true,1080,16800
4903467,16000,true,980,16800
4903468,16000,true,1420,16800
4903469,16000,true,8200,16800
4903471,16000,true,10300,16800
4903473,22000,true,1730,23100
4903476,16000,true,1000,16800
4903477,16000,true,8700,16800
4903479,16000,true,570,16800
4903480,16000,true,7500,16800
4903482,41000,true,31500,43050
4903483,40000,true,32200,42000
4903484,41000,true,15300,43050
4903485,16000,true,12200,16800
4903487,16000,true,470,16800
4903488,43000,true,14600,45150
4903489,16000,true,5200,16800
4903490,16000,true,690,16800
4903491,16000,true,1830,16800
4903493,73000,true,22400,76650
4903494,16000,true,7300,16800
4903495,41000,true,11600,43050
4903496,33000,true,14600,34650
4903497,16000,true,1180,16800
4903498,16000,true,920,16800
4903499,16000,true,4700,16800
4903500,16000,true,1000,16800
4903501,16000,true,1460,16800
4903502,16000,true,700,16800
4903503,16000,true,6800,16800
4903504,16000,true,1600,16800
4903505,16000,true,980,16800
4903506,16000,true,1660,16800
4903508,16000,true,9500,16800
4903510,33000,true,10000,34650
4903512,23000,true,20400,24150
4903516,33000,true,15100,34650
4903517,16000,true,1760,16800
4903518,16000,true,1290,16800
4903519,16000,true,800,16800
4903520,16000,true,1930,16800
4903521,16000,true,2640,16800
4903522,40000,true,14100,42000
4903523,26000,true,9100,27300
4903524,16000,true,1030,16800
4903525,33000,true,10400,34650
4903526,57000,true,55300,59850
4903527,16000,true,1610,16800
4903528,16000,true,1400,16800
4903529,16000,true,5000,16800
4903530,16000,true,950,16800
4903532,16000,true,920,16800
4903534,16000,true,1250,16800
4903535,16000,true,1140,16800
4903537,48000,true,38200,50400
4903538,16000,true,1270,16800
4903539,16000,true,6500,16800
4903540,16000,true,8300,16800
4903542,16000,true,920,16800
4903543,16000,true,1100,16800
4903545,16000,true,1000,16800
4903547,16000,true,1370,16800
4903548,16000,true,830,16800
4903549,33000,true,3610,34650
4903550,16000,true,1360,16800
4903551,16000,true,4570,16800
4903552,16000,true,890,16800
4903553,16000,true,1300,16800
4903554,33000,true,15800,34650
4903555,16000,true,2040,16800
4903556,23000,true,20300,24150
4903559,41000,true,20200,43050
4903560,23000,true,3830,24150
4903561,16000,true,1280,16800
4903562,33000,true,14900,34650
4903563,16000,true,950,16800
4903564,16000,true,1290,16800
4903565,41000,true,36700,43050
4903567,16000,true,1100,16800
4903568,16000,true,580,16800
4903569,16000,true,1780,16800
4903570,57000,true,47300,59850
4903571,16000,true,1960,16800
4903572,16000,true,14300,16800
4903574,16000,true,1470,16800
4903576,16000,true,3590,16800
4903580,33000,true,10500,34650
4903581,29000,true,19400,30450
4903582,16000,true,5100,16800
4903583,16000,true,870,16800
4903584,16000,true,1040,16800
4903585,16000,true,1130,16800
4903586,16000,true,1330,16800
4903587,16000,true,1390,16800
4903588,16000,true,1040,16800
4903589,23000,true,16500,24150
4903591,16000,true,3480,16800
4903592,16000,true,1350,16800
4903593,16000,true,9200,16800
4903595,16000,true,8800,16800
4903597,16000,true,10400,16800
4903599,16000,true,1070,16800
4903600,16000,true,1160,16800
4903601,16000,true,590,16800
4903602,16000,true,1200,16800
4903605,16000,true,680,16800
4903606,41000,true,27500,43050
4903607,16000,true,1250,16800
4903608,16000,true,1620,16800
4903609,33000,true,12000,34650
4903610,16000,true,11200,16800
4903612,26000,true,1280,27300
4903613,16000,true,1450,16800
4903614,23000,true,7800,24150
4903615,16000,true,1320,16800
4903616,23000,true,1110,24150
4903617,16000,true,1060,16800
4903618,16000,true,890,16800
4903619,16000,true,1030,16800
4903620,16000,true,1110,16800
4903621,16000,true,1580,16800
4903622,48000,true,39200,50400
4903623,16000,true,1340,16800
4903624,16000,true,1230,16800
4903625,16000,true,2510,16800
4903626,16000,true,750,16800
4903628,16000,true,1530,16800
4903629,40000,true,20800,42000
4903630,16000,true,1260,16800
4903631,16000,true,660,16800
4903632,16000,true,610,16800
4903633,16000,true,620,16800
4903635,16000,true,1010,16800
4903636,16000,true,1100,16800
4903638,16000,true,860,16800
4903639,40000,true,16800,42000
4903640,40000,true,18800,42000
4903642,16000,true,1480,16800
4903643,16000,true,580,16800
4903644,16000,true,1610,16800
4903645,16000,true,1140,16800
4903646,16000,true,6000,16800
4903647,16000,true,2430,16800
4903648,16000,true,3680,16800
4903649,16000,true,990,16800
4903650,26000,true,1090,27300
4903651,23000,true,12500,24150
4903652,16000,true,700,16800
4903653,23000,true,16100,24150
4903654,16000,true,1370,16800
4903655,16000,true,5700,16800
4903656,23000,true,5450,24150
4903657,16000,true,4500,16800
4903659,16000,true,1750,16800
4903660,16000,true,860,16800
4903661,16000,true,1030,16800
4903662,16000,true,840,16800
4903664,16000,true,1450,16800
4903665,16000,true,1570,16800
4903666,16000,true,1740,16800
4903667,23000,true,14600,24150
4903669,23000,true,9100,24150
4903671,16000,true,2670,16800
