VBVID,VehicleLenght,VehicleSpeed,VehicleWeight,VehicleAxles,VehicleAxleWeight01,VehicleAxleWeight02,VehicleAxleWeight03,VehicleAxleWeight04,VehicleAxleWeight05,VehicleAxleWeight06,VehicleAxleWeight07,VehicleAxleWeight08,VehicleAxleWeight09,VehicleAxleWeight10,VehicleAxleWeight11,VehileAxelDistance0102,VehileAxelDistance0203,VehileAxelDistance0304,VehileAxelDistance0405,VehileAxelDistance0506,VehileAxelDistance0607,VehileAxelDistance0708,VehileAxelDistance0809,VehileAxelDistance0910,VehileAxelDistance1011
4903532,4300,103,920,2,530,390,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4903533,4000,90,1310,2,810,500,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0
4903534,4300,86,1250,2,720,530,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4903535,4400,96,1140,2,730,410,0,0,0,0,0,0,0,0,0,2750,0,0,0,0,0,0,0,0,0
4903536,3100,144,5200,2,100,5100,0,0,0,0,0,0,0,0,0,2150,0,0,0,0,0,0,0,0,0
4903537,13000,70,38200,6,2800,7300,5800,7000,7500,7800,0,0,0,0,0,4150,1250,3100,1200,1200,0,0,0,0,0
4903538,4200,100,1270,2,570,700,0,0,0,0,0,0,0,0,0,2550,0,0,0,0,0,0,0,0,0
4903539,6800,85,6500,2,3200,3300,0,0,0,0,0,0,0,0,0,4400,0,0,0,0,0,0,0,0,0
4903540,5200,83,8300,2,3500,4800,0,0,0,0,0,0,0,0,0,4200,0,0,0,0,0,0,0,0,0
4903541,21600,83,6100,2,3000,3100,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0
4903542,4400,93,920,2,580,340,0,0,0,0,0,0,0,0,0,2650,0,0,0,0,0,0,0,0,0
4903543,4200,113,1100,2,650,450,0,0,0,0,0,0,0,0,0,2650,0,0,0,0,0,0,0,0,0
4903544,4000,105,640,2,370,270,0,0,0,0,0,0,0,0,0,2350,0,0,0,0,0,0,0,0,0
4903545,4100,124,1000,2,450,550,0,0,0,0,0,0,0,0,0,2550,0,0,0,0,0,0,0,0,0
4903546,4100,91,760,2,390,370,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0
4903547,4000,116,1370,2,770,600,0,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,0,0
4903548,4100,104,830,2,450,380,0,0,0,0,0,0,0,0,0,2650,0,0,0,0,0,0,0,0,0
4903549,9200,76,3610,4,1370,1520,260,460,0,0,0,0,0,0,0,2650,4000,900,0,0,0,0,0,0,0
4903550,4300,100,1360,2,790,570,0,0,0,0,0,0,0,0,0,2550,0,0,0,0,0,0,0,0,0
4903551,7300,71,4570,2,2250,2320,0,0,0,0,0,0,0,0,0,4100,0,0,0,0,0,0,0,0,0
4903552,4000,100,890,2,440,450,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4903553,4400,100,1300,2,740,560,0,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,0,0
4903554,15300,72,15800,4,3700,6700,2900,2500,0,0,0,0,0,0,0,3500,8250,1200,0,0,0,0,0,0,0
4903555,4400,103,2040,2,1200,840,0,0,0,0,0,0,0,0,0,2650,0,0,0,0,0,0,0,0,0
4903556,9000,62,20300,3,5000,7700,7600,0,0,0,0,0,0,0,0,4750,1350,0,0,0,0,0,0,0,0
4903557,4200,91,1050,2,620,430,0,0,0,0,0,0,0,0,0,2350,0,0,0,0,0,0,0,0,0
4903558,3700,90,420,2,280,140,0,0,0,0,0,0,0,0,0,2350,0,0,0,0,0,0,0,0,0
4903559,15400,74,20200,5,2500,6100,3800,3200,4600,0,0,0,0,0,0,3500,5750,1200,1200,0,0,0,0,0,0
4903560,8800,77,3830,3,1450,1360,1020,0,0,0,0,0,0,0,0,5650,1250,0,0,0,0,0,0,0,0
4903561,4500,88,1280,2,790,490,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4903562,17000,76,14900,4,3500,5700,3200,2500,0,0,0,0,0,0,0,4250,8600,1250,0,0,0,0,0,0,0
4903563,4000,95,950,2,410,540,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4903564,4000,77,1290,2,750,540,0,0,0,0,0,0,0,0,0,2700,0,0,0,0,0,0,0,0,0
4903565,15300,74,36700,5,4400,9900,7400,8000,7000,0,0,0,0,0,0,3500,6050,1200,1250,0,0,0,0,0,0
4903566,4400,98,1680,2,990,690,0,0,0,0,0,0,0,0,0,2350,0,0,0,0,0,0,0,0,0
4903567,4200,78,1100,2,630,470,0,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,0,0
4903568,4300,78,580,2,340,240,0,0,0,0,0,0,0,0,0,2700,0,0,0,0,0,0,0,0,0
4903569,4000,91,1780,2,910,870,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4903570,19300,75,47300,7,4100,8000,6100,6500,6900,6600,9100,0,0,0,0,4200,1300,5250,1200,3250,1200,0,0,0,0
4903571,4500,104,1960,2,1120,840,0,0,0,0,0,0,0,0,0,2550,0,0,0,0,0,0,0,0,0
4903572,4600,82,14300,2,4400,9900,0,0,0,0,0,0,0,0,0,3700,0,0,0,0,0,0,0,0,0
4903573,21200,82,13500,2,6800,6700,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0
4903574,4300,99,1470,2,870,600,0,0,0,0,0,0,0,0,0,2550,0,0,0,0,0,0,0,0,0
4903575,3900,112,1070,2,590,480,0,0,0,0,0,0,0,0,0,2350,0,0,0,0,0,0,0,0,0
4903576,6700,100,3590,2,1520,2070,0,0,0,0,0,0,0,0,0,3700,0,0,0,0,0,0,0,0,0
4903577,4400,99,950,2,500,450,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0
4903578,4400,85,1130,2,640,490,0,0,0,0,0,0,0,0,0,2350,0,0,0,0,0,0,0,0,0
4903579,1700,110,360,2,100,260,0,0,0,0,0,0,0,0,0,1400,0,0,0,0,0,0,0,0,0
4903580,14000,90,10500,4,1700,4700,2200,1900,0,0,0,0,0,0,0,4450,5850,1200,0,0,0,0,0,0,0
4903581,10200,80,19400,4,3500,3300,6700,5900,0,0,0,0,0,0,0,2100,3750,1200,0,0,0,0,0,0,0
4903582,7500,81,5100,2,2800,2300,0,0,0,0,0,0,0,0,0,4750,0,0,0,0,0,0,0,0,0
4903583,4100,95,870,2,420,450,0,0,0,0,0,0,0,0,0,2700,0,0,0,0,0,0,0,0,0
4903584,4100,83,1040,2,620,420,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4903585,4400,97,1130,2,720,410,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4903586,4500,99,1330,2,770,560,0,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,0,0
4903587,4000,95,1390,2,830,560,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0
4903588,4500,113,1040,2,730,310,0,0,0,0,0,0,0,0,0,3100,0,0,0,0,0,0,0,0,0
4903589,12200,92,16500,3,4500,6400,5600,0,0,0,0,0,0,0,0,6050,1350,0,0,0,0,0,0,0,0
4903590,4000,83,530,2,320,210,0,0,0,0,0,0,0,0,0,2350,0,0,0,0,0,0,0,0,0
4903591,4800,101,3480,2,1620,1860,0,0,0,0,0,0,0,0,0,2750,0,0,0,0,0,0,0,0,0
4903592,4200,105,1350,2,660,690,0,0,0,0,0,0,0,0,0,2650,0,0,0,0,0,0,0,0,0
4903593,4400,81,9200,2,5000,4200,0,0,0,0,0,0,0,0,0,3550,0,0,0,0,0,0,0,0,0
4903594,22400,82,8000,2,4300,3700,0,0,0,0,0,0,0,0,0,1250,0,0,0,0,0,0,0,0,0
4903595,4600,86,8800,2,4600,4200,0,0,0,0,0,0,0,0,0,3700,0,0,0,0,0,0,0,0,0
4903596,23100,86,7200,2,3200,4000,0,0,0,0,0,0,0,0,0,1250,0,0,0,0,0,0,0,0,0
4903597,4500,83,10400,2,5200,5200,0,0,0,0,0,0,0,0,0,3650,0,0,0,0,0,0,0,0,0
4903598,22600,84,8200,2,4100,4100,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0
4903599,4100,99,1070,2,610,460,0,0,0,0,0,0,0,0,0,2750,0,0,0,0,0,0,0,0,0
4903600,4400,105,1160,2,670,490,0,0,0,0,0,0,0,0,0,2750,0,0,0,0,0,0,0,0,0
4903601,4200,106,590,2,350,240,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0
4903602,4300,91,1200,2,680,520,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4903603,4400,88,3390,2,1370,2020,0,0,0,0,0,0,0,0,0,2350,0,0,0,0,0,0,0,0,0
4903604,4000,100,1180,2,700,480,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0
4903605,4500,102,680,2,430,250,0,0,0,0,0,0,0,0,0,2650,0,0,0,0,0,0,0,0,0
4903606,15700,77,27500,5,2000,6700,7100,6200,5500,0,0,0,0,0,0,4200,5800,1200,1250,0,0,0,0,0,0
4903607,4400,102,1250,2,710,540,0,0,0,0,0,0,0,0,0,2700,0,0,0,0,0,0,0,0,0
4903608,4200,105,1620,2,1030,590,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0
4903609,18400,78,12000,4,2600,5900,1800,1700,0,0,0,0,0,0,0,3500,9250,2400,0,0,0,0,0,0,0
4903610,8200,86,11200,2,4100,7100,0,0,0,0,0,0,0,0,0,4800,0,0,0,0,0,0,0,0,0
4903611,3700,72,560,2,360,200,0,0,0,0,0,0,0,0,0,1950,0,0,0,0,0,0,0,0,0
4903612,6400,98,1280,3,630,410,240,0,0,0,0,0,0,0,0,2450,2750,0,0,0,0,0,0,0,0
4903613,4100,91,1450,2,930,520,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0
4903614,9300,89,7800,3,2900,2600,2300,0,0,0,0,0,0,0,0,5150,1350,0,0,0,0,0,0,0,0
4903615,4400,90,1320,2,790,530,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4903616,6000,91,1110,3,530,510,70,0,0,0,0,0,0,0,0,2450,2300,0,0,0,0,0,0,0,0
4903617,4500,120,1060,2,620,440,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0
4903618,4200,133,890,2,520,370,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4903619,4800,130,1030,2,620,410,0,0,0,0,0,0,0,0,0,2700,0,0,0,0,0,0,0,0,0
4903620,4500,92,1110,2,600,510,0,0,0,0,0,0,0,0,0,2650,0,0,0,0,0,0,0,0,0
4903621,4400,117,1580,2,900,680,0,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,0,0
4903622,16500,81,39200,6,4500,7400,6800,6100,7000,7400,0,0,0,0,0,3600,1200,6050,1200,1200,0,0,0,0,0
4903623,4300,106,1340,2,810,530,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4903624,4100,102,1230,2,760,470,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4903625,4600,102,2510,2,1260,1250,0,0,0,0,0,0,0,0,0,2700,0,0,0,0,0,0,0,0,0
4903626,4200,112,750,2,410,340,0,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,0,0
4903627,4500,88,650,2,330,320,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0
4903628,4300,111,1530,2,850,680,0,0,0,0,0,0,0,0,0,2700,0,0,0,0,0,0,0,0,0
4903629,17900,78,20800,5,3800,8600,2300,3100,3000,0,0,0,0,0,0,3650,1350,8950,1200,0,0,0,0,0,0
4903630,4500,80,1260,2,530,730,0,0,0,0,0,0,0,0,0,2650,0,0,0,0,0,0,0,0,0
4903631,4300,116,660,2,380,280,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4903632,4000,81,610,2,330,280,0,0,0,0,0,0,0,0,0,2750,0,0,0,0,0,0,0,0,0
4903633,4400,109,620,2,380,240,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4903634,4000,92,1780,2,970,810,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0
4903635,4200,86,1010,2,520,490,0,0,0,0,0,0,0,0,0,2550,0,0,0,0,0,0,0,0,0
4903636,4200,90,1100,2,670,430,0,0,0,0,0,0,0,0,0,2550,0,0,0,0,0,0,0,0,0
4903637,4300,101,1600,2,940,660,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0
4903638,4700,114,860,2,530,330,0,0,0,0,0,0,0,0,0,2700,0,0,0,0,0,0,0,0,0
4903639,17500,84,16800,5,3800,3500,3100,3900,2500,0,0,0,0,0,0,3300,1200,8250,1250,0,0,0,0,0,0
4903640,18300,83,18800,5,4500,4100,3300,3600,3300,0,0,0,0,0,0,3550,1250,8400,1200,0,0,0,0,0,0
4903641,3500,95,610,2,400,210,0,0,0,0,0,0,0,0,0,2350,0,0,0,0,0,0,0,0,0
4903642,4200,108,1480,2,780,700,0,0,0,0,0,0,0,0,0,2550,0,0,0,0,0,0,0,0,0
4903643,4200,90,580,2,370,210,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4903644,4300,111,1610,2,950,660,0,0,0,0,0,0,0,0,0,2550,0,0,0,0,0,0,0,0,0
4903645,4300,78,1140,2,700,440,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4903646,6700,93,6000,2,2500,3500,0,0,0,0,0,0,0,0,0,4250,0,0,0,0,0,0,0,0,0
4903647,4900,97,2430,2,1370,1060,0,0,0,0,0,0,0,0,0,3050,0,0,0,0,0,0,0,0,0
4903648,5400,97,3680,2,2330,1350,0,0,0,0,0,0,0,0,0,3550,0,0,0,0,0,0,0,0,0
4903649,4200,122,990,2,500,490,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0
4903650,7400,102,1090,3,520,370,200,0,0,0,0,0,0,0,0,2650,3050,0,0,0,0,0,0,0,0
4903651,14300,88,12500,3,2400,6600,3500,0,0,0,0,0,0,0,0,7150,1300,0,0,0,0,0,0,0,0
4903652,4400,102,700,2,420,280,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0
4903653,12900,93,16100,3,4900,6400,4800,0,0,0,0,0,0,0,0,7650,1250,0,0,0,0,0,0,0,0
4903654,4500,91,1370,2,800,570,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0
4903655,7600,89,5700,2,2200,3500,0,0,0,0,0,0,0,0,0,4750,0,0,0,0,0,0,0,0,0
4903656,10000,88,5450,3,2420,1640,1390,0,0,0,0,0,0,0,0,6500,1200,0,0,0,0,0,0,0,0
4903657,6700,71,4500,2,1700,2800,0,0,0,0,0,0,0,0,0,3800,0,0,0,0,0,0,0,0,0
4903658,5800,72,1560,3,740,510,310,0,0,0,0,0,0,0,0,2400,2400,0,0,0,0,0,0,0,0
4903659,4300,111,1750,2,1020,730,0,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,0,0
4903660,4400,105,860,2,490,370,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4903661,4400,93,1030,2,640,390,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0
4903662,4300,127,840,2,490,350,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0
4903663,1600,81,280,2,60,220,0,0,0,0,0,0,0,0,0,1250,0,0,0,0,0,0,0,0,0
4903664,4100,91,1450,2,870,580,0,0,0,0,0,0,0,0,0,2650,0,0,0,0,0,0,0,0,0
4903665,4400,105,1570,2,860,710,0,0,0,0,0,0,0,0,0,2700,0,0,0,0,0,0,0,0,0
4903666,4000,103,1740,2,930,810,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4903667,9900,74,14600,3,4200,5800,4600,0,0,0,0,0,0,0,0,5050,1300,0,0,0,0,0,0,0,0
4903668,4000,91,1440,2,810,630,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0
4903669,7000,99,9100,3,4700,2300,2100,0,0,0,0,0,0,0,0,3600,1350,0,0,0,0,0,0,0,0
4903670,4400,101,780,2,440,340,0,0,0,0,0,0,0,0,0,2350,0,0,0,0,0,0,0,0,0
4903671,4400,95,2670,2,1500,1170,0,0,0,0,0,0,0,0,0,2950,0,0,0,0,0,0,0,0,0
4903672,4500,100,1090,2,620,470,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0
4903673,6600,90,5700,2,2000,3700,0,0,0,0,0,0,0,0,0,3250,0,0,0,0,0,0,0,0,0
4903674,6900,89,7000,2,2600,4400,0,0,0,0,0,0,0,0,0,4150,0,0,0,0,0,0,0,0,0
4903675,4600,104,710,2,450,260,0,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,0,0
4903676,7900,84,6000,2,1800,4200,0,0,0,0,0,0,0,0,0,4200,0,0,0,0,0,0,0,0,0
4903677,4100,95,1560,2,930,630,0,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,0,0
4903678,4500,102,650,2,370,280,0,0,0,0,0,0,0,0,0,2750,0,0,0,0,0,0,0,0,0
4903679,4300,118,1110,2,570,540,0,0,0,0,0,0,0,0,0,2950,0,0,0,0,0,0,0,0,0
4903680,9800,87,7700,3,3600,2100,2000,0,0,0,0,0,0,0,0,5350,1350,0,0,0,0,0,0,0,0
4903681,18900,80,15100,4,3600,5900,3400,2200,0,0,0,0,0,0,0,3700,9750,1250,0,0,0,0,0,0,0
4903682,3800,77,600,2,430,170,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4903683,6000,95,3550,2,1830,1720,0,0,0,0,0,0,0,0,0,3400,0,0,0,0,0,0,0,0,0
4903684,19100,82,47600,7,4700,8000,7500,6200,7400,6200,7600,0,0,0,0,3500,1350,5000,1200,3700,1200,0,0,0,0
4903685,4500,95,2340,2,1290,1050,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4903686,4600,105,1180,2,560,620,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0
4903687,4300,77,690,2,410,280,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0
4903688,8900,84,6800,2,2600,4200,0,0,0,0,0,0,0,0,0,4650,0,0,0,0,0,0,0,0,0
4903689,4000,87,950,2,540,410,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4903690,4500,86,1420,2,850,570,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4903691,4200,85,920,2,560,360,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4903692,7800,86,5100,2,2300,2800,0,0,0,0,0,0,0,0,0,4700,0,0,0,0,0,0,0,0,0
4903693,4700,81,2350,2,1120,1230,0,0,0,0,0,0,0,0,0,2350,0,0,0,0,0,0,0,0,0
4903694,3400,88,490,2,290,200,0,0,0,0,0,0,0,0,0,2350,0,0,0,0,0,0,0,0,0
4903695,9400,80,9000,2,4000,5000,0,0,0,0,0,0,0,0,0,6100,0,0,0,0,0,0,0,0,0
4903696,15400,74,15400,4,3400,6700,2800,2500,0,0,0,0,0,0,0,3500,8050,1200,0,0,0,0,0,0,0
4903697,24000,73,44800,9,3000,4200,4800,4300,5100,6800,5500,5100,6000,0,0,3600,1350,5600,1200,1200,6350,1250,1200,0,0
4903698,1400,73,22200,9,3800,2300,2400,2300,2500,3100,2400,1500,1900,0,0,3550,1350,5500,1200,1200,6250,1250,1200,0,0
4903699,9700,82,7500,3,2600,3000,1900,0,0,0,0,0,0,0,0,5600,1350,0,0,0,0,0,0,0,0
4903700,4200,114,1490,2,780,710,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4903701,4100,110,850,2,470,380,0,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,0,0
4903702,4200,88,770,2,420,350,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4903703,8800,72,13500,3,2500,6400,4600,0,0,0,0,0,0,0,0,5100,1350,0,0,0,0,0,0,0,0
4903704,8500,81,6800,2,2400,4400,0,0,0,0,0,0,0,0,0,4750,0,0,0,0,0,0,0,0,0
4903705,6700,79,7500,2,2300,5200,0,0,0,0,0,0,0,0,0,3800,0,0,0,0,0,0,0,0,0
4903706,15400,76,19000,4,5000,7200,3900,2900,0,0,0,0,0,0,0,3650,8050,1200,0,0,0,0,0,0,0
4903707,4000,111,1490,2,880,610,0,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,0,0
4903708,4100,100,1130,2,640,490,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0
4903709,4400,108,570,2,350,220,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4903710,4500,93,1650,2,980,670,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0
4903711,15900,74,13500,3,3300,5000,5200,0,0,0,0,0,0,0,0,3150,8350,0,0,0,0,0,0,0,0
4903712,7700,86,6300,2,2600,3700,0,0,0,0,0,0,0,0,0,4250,0,0,0,0,0,0,0,0,0
4903713,4200,93,990,2,550,440,0,0,0,0,0,0,0,0,0,2350,0,0,0,0,0,0,0,0,0
4903714,9200,72,22000,3,4800,8300,8900,0,0,0,0,0,0,0,0,5100,1250,0,0,0,0,0,0,0,0
4903715,1600,98,250,2,100,150,0,0,0,0,0,0,0,0,0,1300,0,0,0,0,0,0,0,0,0
4903716,15900,81,45700,6,5400,8200,7900,7200,8900,8100,0,0,0,0,0,3250,1300,6300,1200,1250,0,0,0,0,0
4903717,18100,88,13000,5,3300,2600,1900,2700,2500,0,0,0,0,0,0,3450,1200,8850,1200,0,0,0,0,0,0
4903718,8500,85,1830,4,790,750,120,170,0,0,0,0,0,0,0,3050,3100,700,0,0,0,0,0,0,0
4903719,13200,82,13600,3,3800,5000,4800,0,0,0,0,0,0,0,0,7450,1200,0,0,0,0,0,0,0,0
4903720,4100,87,1380,2,840,540,0,0,0,0,0,0,0,0,0,2350,0,0,0,0,0,0,0,0,0
4903721,15900,73,39100,6,4300,6200,6900,6900,7700,7100,0,0,0,0,0,3250,1250,5850,1200,1250,0,0,0,0,0
4903722,1600,91,300,2,80,220,0,0,0,0,0,0,0,0,0,1300,0,0,0,0,0,0,0,0,0
4903723,3100,124,1520,2,880,640,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0
4903724,4500,87,800,2,470,330,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4903725,4000,96,2010,2,1080,930,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4903726,4500,74,2060,2,1220,840,0,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,0,0
4903727,4200,112,660,2,390,270,0,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,0,0
4903728,4100,106,1820,2,1050,770,0,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,0,0
4903729,4100,84,1150,2,720,430,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0
4903730,4100,114,1130,2,720,410,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4903731,8800,84,5400,3,2800,1300,1300,0,0,0,0,0,0,0,0,5350,1350,0,0,0,0,0,0,0,0
4903732,4100,91,1250,2,820,430,0,0,0,0,0,0,0,0,0,2800,0,0,0,0,0,0,0,0,0
4903733,4100,77,910,2,570,340,0,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,0,0
4903734,3900,83,1050,2,670,380,0,0,0,0,0,0,0,0,0,2350,0,0,0,0,0,0,0,0,0
4903735,4400,86,870,2,380,490,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0
4903736,4100,93,1790,2,1120,670,0,0,0,0,0,0,0,0,0,2750,0,0,0,0,0,0,0,0,0
4903737,4600,110,2170,2,1330,840,0,0,0,0,0,0,0,0,0,3150,0,0,0,0,0,0,0,0,0
4903738,4100,92,3370,2,1850,1520,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0
4903739,4500,90,1090,2,520,570,0,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,0,0
4903740,4400,101,950,2,570,380,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4903741,4500,102,1010,2,510,500,0,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,0,0
4903742,13400,79,11800,3,3300,2500,6000,0,0,0,0,0,0,0,0,6600,1450,0,0,0,0,0,0,0,0
4903743,4300,105,770,2,510,260,0,0,0,0,0,0,0,0,0,2800,0,0,0,0,0,0,0,0,0
4903744,8100,69,9500,3,3600,2400,3500,0,0,0,0,0,0,0,0,4350,1250,0,0,0,0,0,0,0,0
4903745,4100,97,580,2,360,220,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0
4903746,4500,111,1210,2,720,490,0,0,0,0,0,0,0,0,0,2700,0,0,0,0,0,0,0,0,0
4903747,3800,103,690,2,370,320,0,0,0,0,0,0,0,0,0,2550,0,0,0,0,0,0,0,0,0
4903748,4200,84,810,2,470,340,0,0,0,0,0,0,0,0,0,2650,0,0,0,0,0,0,0,0,0
4903749,17700,77,12400,4,3100,5400,2600,1300,0,0,0,0,0,0,0,3450,9500,1250,0,0,0,0,0,0,0
4903750,4500,86,1000,2,570,430,0,0,0,0,0,0,0,0,0,2350,0,0,0,0,0,0,0,0,0
4903751,17900,77,33700,5,4600,9600,6600,6500,6400,0,0,0,0,0,0,3500,7550,1200,1200,0,0,0,0,0,0
4903752,3900,74,1740,2,1020,720,0,0,0,0,0,0,0,0,0,2350,0,0,0,0,0,0,0,0,0
4903753,3700,114,1290,2,590,700,0,0,0,0,0,0,0,0,0,2650,0,0,0,0,0,0,0,0,0
4903754,4100,98,1470,2,820,650,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0
4903755,7100,85,4300,2,2120,2180,0,0,0,0,0,0,0,0,0,3850,0,0,0,0,0,0,0,0,0
4903756,4100,86,1000,2,620,380,0,0,0,0,0,0,0,0,0,2350,0,0,0,0,0,0,0,0,0
4903757,15400,73,15800,4,2400,4000,4900,4500,0,0,0,0,0,0,0,3350,6950,1250,0,0,0,0,0,0,0
4903758,4200,84,960,2,530,430,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4903759,4500,68,690,2,400,290,0,0,0,0,0,0,0,0,0,2350,0,0,0,0,0,0,0,0,0
4903760,4400,93,8800,2,2700,6100,0,0,0,0,0,0,0,0,0,3100,0,0,0,0,0,0,0,0,0
4903761,22000,93,5100,2,2600,2500,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0
4903762,5600,72,12100,2,3500,8600,0,0,0,0,0,0,0,0,0,3750,0,0,0,0,0,0,0,0,0
4903763,4400,97,11300,2,6400,4900,0,0,0,0,0,0,0,0,0,3550,0,0,0,0,0,0,0,0,0
4903764,21600,97,8600,2,4300,4300,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0
4903765,4500,101,1310,2,790,520,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
