TRUCK_ID,ALLOWED,PASSED,READING,TOLERANT
4902398,10000,true,260,11250
4902400,6000,true,360,6750
4902400,10000,true,250,11250
4902401,6000,true,640,6750
4902401,10000,true,520,11250
4902402,6000,true,1580,6750
4902402,10000,true,1810,11250
4902403,6000,true,820,6750
4902403,10000,true,740,11250
4902404,6000,true,2900,6750
4902404,10000,true,3200,11250
4902404,17000,true,4800,19125
4902406,6000,true,530,6750
4902406,10000,true,420,11250
4902407,6000,true,3800,6750
4902407,17000,true,14200,19125
4902407,17000,true,12600,19125
4902407,17000,true,14300,19125
4902408,6000,true,480,6750
4902408,10000,true,510,11250
4902409,6000,true,2800,6750
4902409,10000,true,5000,11250
4902409,17000,true,4400,19125
4902410,6000,true,4000,6750
4902410,10000,true,3200,11250
4902410,17000,true,4800,19125
4902411,6000,true,600,6750
4902411,10000,true,420,11250
4902412,6000,true,1440,6750
4902412,10000,true,1190,11250
4902413,6000,true,3900,6750
4902413,17000,true,11600,19125
4902413,25000,true,18600,28125
4902414,6000,true,1120,6750
4902414,10000,true,820,11250
4902414,10000,true,280,11250
4902415,6000,true,600,6750
4902415,10000,true,360,11250
4902416,6000,true,600,6750
4902416,10000,true,400,11250
4902417,6000,true,2000,6750
4902417,17000,true,5200,19125
4902418,6000,true,650,6750
4902418,10000,true,360,11250
4902421,6000,true,300,6750
4902421,10000,true,180,11250
4902423,6000,true,510,6750
4902423,10000,true,310,11250
4902424,6000,true,1020,6750
4902424,10000,true,670,11250
4902425,6000,true,320,6750
4902425,10000,true,220,11250
4902426,6000,true,900,6750
4902426,10000,true,530,11250
4902427,6000,true,1300,6750
4902427,10000,true,2600,11250
4902428,6000,true,2900,6750
4902428,10000,true,4200,11250
4902429,6000,true,320,6750
4902429,10000,true,220,11250
4902432,6000,true,280,6750
4902432,10000,true,170,11250
4902434,6000,true,580,6750
4902434,10000,true,350,11250
4902435,6000,true,2300,6750
4902435,17000,true,5100,19125
4902436,6000,true,540,6750
4902436,10000,true,320,11250
4902437,6000,true,3300,6750
4902437,10000,true,4100,11250
4902437,17000,true,3100,19125
4902438,6000,true,920,6750
4902438,10000,true,2260,11250
4902439,6000,true,480,6750
4902439,10000,true,310,11250
4902441,6000,true,620,6750
4902441,10000,true,440,11250
4902442,6000,true,880,6750
4902442,10000,true,510,11250
4902443,6000,true,1280,6750
4902443,10000,true,640,11250
4902444,6000,true,2420,6750
4902444,10000,true,2380,11250
4902445,6000,true,630,6750
4902445,10000,true,520,11250
4902446,6000,true,930,6750
4902446,10000,true,720,11250
4902448,6000,true,590,6750
4902448,10000,true,450,11250
4902449,6000,true,3700,6750
4902449,17000,true,13900,19125
4902449,25000,true,18700,28125
4902450,6000,true,620,6750
4902450,10000,true,600,11250
4902450,10000,true,160,11250
4902451,6000,true,3500,6750
4902451,17000,true,4800,19125
4902451,17000,true,6200,19125
4902451,17000,true,4800,19125
4902452,6000,true,3200,6750
4902452,17000,true,11300,19125
4902452,17000,true,10600,19125
4902452,17000,true,11500,19125
4902453,6000,true,1950,6750
4902453,10000,true,2220,11250
4902454,6000,true,720,6750
4902454,10000,true,830,11250
4902455,6000,true,620,6750
4902455,10000,true,470,11250
4902456,6000,true,620,6750
4902456,10000,true,400,11250
4902457,6000,true,710,6750
4902457,10000,true,460,11250
4902458,6000,true,1400,6750
4902458,17000,true,5000,19125
4902459,6000,true,4100,6750
4902459,17000,true,8600,19125
4902459,10000,true,3800,11250
4902459,10000,true,3000,11250
4902460,6000,true,770,6750
4902460,10000,true,910,11250
4902461,6000,true,1040,6750
4902461,10000,true,1200,11250
4902462,6000,true,880,6750
4902462,10000,true,670,11250
4902463,6000,true,1250,6750
4902463,10000,true,720,11250
4902464,6000,true,2000,6750
4902464,17000,true,5100,19125
4902465,6000,true,3800,6750
4902465,17000,true,12300,19125
4902467,6000,true,560,6750
4902467,10000,true,290,11250
4902468,6000,true,4400,6750
4902468,17000,true,11700,19125
4902469,6000,true,530,6750
4902469,10000,true,390,11250
4902470,6000,true,680,6750
4902470,10000,true,470,11250
4902472,6000,true,1300,6750
4902472,10000,true,930,11250
4902474,6000,true,1600,6750
4902474,10000,true,3800,11250
4902475,6000,true,3600,6750
4902475,17000,true,8800,19125
4902475,10000,true,2700,11250
4902475,10000,true,2900,11250
4902476,6000,true,4200,6750
4902476,17000,true,13400,19125
4902476,25000,true,19700,28125
4902477,6000,true,470,6750
4902477,10000,true,330,11250
4902478,6000,true,890,6750
4902478,10000,true,630,11250
4902479,6000,true,3800,6750
4902479,17000,true,5900,19125
4902480,6000,true,2800,6750
4902480,10000,true,3200,11250
4902481,6000,true,660,6750
4902481,10000,true,410,11250
4902482,6000,true,680,6750
4902482,10000,true,440,11250
4902487,6000,true,460,6750
4902487,10000,true,330,11250
4902489,6000,true,690,6750
4902489,10000,true,440,11250
4902490,6000,true,430,6750
4902490,10000,true,370,11250
4902494,6000,true,2500,6750
4902494,10000,true,3900,11250
4902495,6000,true,1090,6750
4902495,10000,true,820,11250
4902496,6000,true,4400,6750
4902496,10000,true,8600,11250
4902498,6000,true,1090,6750
4902498,10000,true,740,11250
4902499,6000,true,490,6750
4902499,10000,true,350,11250
4902500,6000,true,3300,6750
4902500,17000,true,9700,19125
4902501,6000,true,1900,6750
4902501,17000,true,4800,19125
4902502,6000,true,1020,6750
4902502,10000,true,550,11250
4902503,6000,true,550,6750
4902503,10000,true,390,11250
4902505,6000,true,3300,6750
4902505,10000,true,4700,11250
4902505,17000,true,3300,19125
4902506,6000,true,680,6750
4902506,10000,true,590,11250
4902507,6000,true,3000,6750
4902507,10000,true,4100,11250
4902507,17000,true,6900,19125
4902509,6000,true,370,6750
4902509,10000,true,210,11250
4902510,6000,true,560,6750
4902510,10000,true,360,11250
4902511,6000,true,700,6750
4902511,10000,true,590,11250
4902512,6000,true,460,6750
4902512,10000,true,320,11250
4902513,6000,true,680,6750
4902513,10000,true,460,11250
4902514,6000,true,630,6750
4902514,10000,true,360,11250
4902515,6000,true,1030,6750
4902515,10000,true,920,11250
4902516,6000,true,910,6750
4902516,10000,true,730,11250
4902517,6000,true,4100,6750
4902517,17000,true,14700,19125
4902518,6000,true,550,6750
4902518,10000,true,320,11250
4902519,6000,true,500,6750
4902519,10000,true,320,11250
4902520,6000,true,380,6750
4902520,10000,true,360,11250
4902521,6000,true,780,6750
4902521,10000,true,500,11250
4902524,6000,true,3800,6750
4902524,17000,true,9600,19125
4902525,6000,true,530,6750
4902525,10000,true,430,11250
4902526,6000,true,330,6750
4902526,10000,true,800,11250
4902528,6000,true,2100,6750
4902528,10000,true,4100,11250
4902529,6000,true,4000,6750
4902529,10000,true,4400,11250
4902530,6000,true,5200,6750
4902530,17000,true,8900,19125
4902531,6000,true,3800,6750
4902531,17000,true,4600,19125
4902532,6000,true,1080,6750
4902532,10000,true,800,11250
4902533,6000,true,4000,6750
4902533,17000,true,4800,19125
4902533,10000,true,3600,11250
4902533,10000,true,2500,11250
4902534,6000,true,1050,6750
4902534,10000,true,740,11250
4902535,12000,true,8400,13500
4902535,17000,true,12400,19125
4902536,6000,true,3900,6750
4902536,17000,true,4300,19125
4902536,10000,true,3300,11250
4902536,10000,true,3100,11250
4902536,10000,true,2000,11250
4902537,6000,true,2600,6750
4902537,10000,true,4900,11250
4902538,6000,true,830,6750
4902538,10000,true,430,11250
4902539,6000,true,380,6750
4902539,10000,true,370,11250
4902540,6000,true,830,6750
4902540,10000,true,700,11250
4902542,6000,true,850,6750
4902542,10000,true,520,11250
4902543,6000,true,510,6750
4902543,10000,true,370,11250
4902544,6000,true,2200,6750
4902544,10000,true,3400,11250
4902545,6000,true,3200,6750
4902545,10000,true,5700,11250
4902547,6000,true,3800,6750
4902547,10000,true,5200,11250
4902548,6000,true,570,6750
4902548,10000,true,330,11250
4902549,6000,true,1000,6750
4902549,10000,true,680,11250
4902551,6000,true,340,6750
4902551,10000,true,220,11250
4902552,6000,true,910,6750
4902552,10000,true,690,11250
4902553,6000,true,640,6750
4902553,10000,true,430,11250
4902554,6000,true,1320,6750
4902554,10000,true,950,11250
4902555,6000,true,2600,6750
4902555,10000,true,3700,11250
4902556,6000,true,2300,6750
4902556,17000,true,5400,19125
4902556,17000,true,5700,19125
4902556,17000,true,4600,19125
4902557,6000,true,1390,6750
4902557,10000,true,1520,11250
4902558,6000,true,1300,6750
4902558,10000,true,930,11250
4902559,6000,true,680,6750
4902559,10000,true,450,11250
4902560,6000,true,730,6750
4902560,10000,true,570,11250
4902561,6000,true,3100,6750
4902561,17000,true,12900,19125
4902561,25000,true,19200,28125
4902562,6000,true,2900,6750
4902562,10000,true,5400,11250
4902562,10000,true,2500,11250
4902562,10000,true,2600,11250
4902564,6000,true,540,6750
4902564,10000,true,380,11250
4902565,6000,true,940,6750
4902565,10000,true,650,11250
4902566,6000,true,710,6750
4902566,10000,true,420,11250
4902567,6000,true,500,6750
4902567,10000,true,360,11250
4902568,6000,true,320,6750
4902568,10000,true,230,11250
4902569,6000,true,910,6750
4902569,10000,true,640,11250
4902570,6000,true,430,6750
4902570,10000,true,330,11250
4902573,6000,true,1550,6750
4902573,10000,true,2090,11250
4902574,6000,true,1640,6750
4902574,10000,true,950,11250
4902575,6000,true,1790,6750
4902575,10000,true,2340,11250
4902576,6000,true,530,6750
4902576,10000,true,390,11250
4902577,6000,true,650,6750
4902577,10000,true,470,11250
4902578,6000,true,680,6750
4902578,10000,true,450,11250
4902579,6000,true,620,6750
4902579,10000,true,450,11250
4902580,6000,true,410,6750
4902580,10000,true,330,11250
4902581,6000,true,640,6750
4902581,10000,true,400,11250
4902583,6000,true,590,6750
4902583,10000,true,420,11250
4902584,6000,true,370,6750
4902584,10000,true,260,11250
4902585,6000,true,670,6750
4902585,10000,true,690,11250
4902586,6000,true,940,6750
4902586,10000,true,640,11250
4902587,6000,true,500,6750
4902587,10000,true,460,11250
4902589,6000,true,1500,6750
4902589,10000,true,2600,11250
4902590,6000,true,1050,6750
4902590,10000,true,850,11250
4902591,6000,true,640,6750
4902591,10000,true,480,11250
4902592,6000,true,750,6750
4902592,10000,true,580,11250
4902593,6000,true,3400,6750
4902593,10000,true,2700,11250
4902593,17000,true,5200,19125
4902594,6000,true,1090,6750
4902594,10000,true,660,11250
4902595,6000,true,820,6750
4902595,10000,true,850,11250
4902596,6000,true,630,6750
4902596,10000,true,400,11250
4902597,6000,true,2000,6750
4902597,10000,true,5400,11250
4902599,6000,true,4000,6750
4902599,10000,true,7200,11250
4902601,6000,true,2490,6750
4902601,17000,true,4710,19125
4902603,6000,true,690,6750
4902603,10000,true,540,11250
4902604,6000,true,1110,6750
4902604,10000,true,930,11250
4902605,6000,true,420,6750
4902605,10000,true,260,11250
4902606,6000,true,1910,6750
4902606,10000,true,1720,11250
4902607,6000,true,610,6750
4902607,10000,true,410,11250
4902608,6000,true,450,6750
4902608,10000,true,250,11250
4902609,6000,true,1230,6750
4902609,10000,true,850,11250
4902610,6000,true,480,6750
4902610,10000,true,310,11250
4902611,6000,true,4600,6750
4902611,10000,true,6600,11250
4902611,17000,true,8900,19125
4902612,6000,true,300,6750
4902612,10000,true,160,11250
4902613,6000,true,340,6750
4902613,10000,true,230,11250
4902614,6000,true,1910,6750
4902614,10000,true,2130,11250
4902615,6000,true,590,6750
4902615,10000,true,480,11250
4902616,6000,true,1330,6750
4902616,10000,true,1430,11250
4902617,6000,true,3200,6750
4902617,17000,true,7200,19125
4902619,6000,true,950,6750
4902619,10000,true,620,11250
4902620,6000,true,4300,6750
4902620,17000,true,16400,19125
4902621,6000,true,450,6750
4902621,10000,true,300,11250
4902622,6000,true,3300,6750
4902622,17000,true,4800,19125
4902622,10000,true,3300,11250
4902622,10000,true,2700,11250
4902623,6000,true,650,6750
4902623,10000,true,550,11250
4902624,6000,true,880,6750
4902624,10000,true,700,11250
4902625,6000,true,470,6750
4902625,10000,true,310,11250
4902626,6000,true,490,6750
4902626,10000,true,320,11250
4902627,6000,true,3300,6750
4902627,17000,true,6600,19125
4902629,6000,true,1900,6750
4902629,10000,true,3600,11250
4902630,6000,true,1150,6750
4902630,10000,true,1000,11250
4902630,10000,true,750,11250
4902631,6000,true,3500,6750
4902631,10000,true,2400,11250
4902632,6000,true,3600,6750
4902632,17000,true,8200,19125
4902632,25000,true,11800,28125
4902633,6000,true,740,6750
4902633,10000,true,620,11250
4902634,6000,true,540,6750
4902634,10000,true,330,11250
4902635,6000,true,560,6750
4902635,10000,true,280,11250
4902636,6000,true,3700,6750
4902636,10000,true,4700,11250
4902637,6000,true,970,6750
4902637,10000,true,910,11250
4902638,6000,true,3000,6750
4902638,10000,true,5200,11250
4902638,17000,true,4600,19125
4902639,6000,true,3700,6750
4902639,17000,true,14400,19125
4902639,17000,true,13400,19125
4902639,17000,true,12000,19125
4902640,6000,true,1370,6750
4902640,10000,true,2060,11250
4902641,6000,true,350,6750
4902641,10000,true,250,11250
4902642,6000,true,3800,6750
4902642,10000,true,4300,11250
4902643,6000,true,1280,6750
4902643,10000,true,910,11250
4902644,6000,true,3700,6750
4902644,10000,true,5800,11250
4902644,25000,true,16800,28125
4902645,6000,true,730,6750
4902645,10000,true,410,11250
4902646,6000,true,980,6750
4902646,10000,true,800,11250
4902647,6000,true,3000,6750
4902647,10000,true,3800,11250
4902647,17000,true,5500,19125
4902648,6000,true,940,6750
4902648,10000,true,830,11250
4902649,6000,true,420,6750
4902649,10000,true,250,11250
4902650,6000,true,730,6750
4902650,10000,true,640,11250
4902651,6000,true,1200,6750
4902651,10000,true,4600,11250
4902652,6000,true,3000,6750
4902652,10000,true,3600,11250
4902653,6000,true,1330,6750
4902653,10000,true,1680,11250
4902655,6000,true,660,6750
4902655,10000,true,560,11250
4902655,10000,true,570,11250
4902655,10000,true,320,11250
4902656,6000,true,3900,6750
4902656,10000,true,3900,11250
4902658,6000,true,720,6750
4902658,10000,true,510,11250
4902659,6000,true,350,6750
4902659,10000,true,210,11250
4902661,6000,true,920,6750
4902661,10000,true,650,11250
4902663,6000,true,3700,6750
4902663,10000,true,9100,11250
4902665,6000,true,3000,6750
4902665,10000,true,2100,11250
4902667,6000,true,730,6750
4902667,10000,true,710,11250
4902670,6000,true,740,6750
4902670,10000,true,690,11250
4902671,6000,true,2100,6750
4902671,10000,true,3500,11250
4902672,6000,true,3200,6750
4902672,17000,true,9500,19125
4902673,6000,true,650,6750
4902673,10000,true,360,11250
4902674,6000,true,770,6750
4902674,10000,true,630,11250
4902675,6000,true,690,6750
4902675,10000,true,440,11250
4902676,6000,true,920,6750
4902676,10000,true,880,11250
4902677,6000,true,2500,6750
4902677,17000,true,4500,19125
4902678,6000,true,850,6750
4902678,10000,true,700,11250
4902679,12000,true,1220,13500
4902679,10000,true,180,11250
4902680,6000,true,630,6750
4902680,10000,true,520,11250
4902683,6000,true,870,6750
4902683,10000,true,740,11250
4902684,6000,true,600,6750
4902684,10000,true,400,11250
4902686,6000,true,580,6750
4902686,10000,true,340,11250
4902688,6000,true,3300,6750
4902688,10000,true,5900,11250
4902688,17000,true,5600,19125
4902689,6000,true,520,6750
4902689,10000,true,330,11250
4902690,6000,true,960,6750
4902690,10000,true,670,11250
4902691,6000,true,3300,6750
4902691,10000,true,4100,11250
4902692,6000,true,600,6750
4902692,10000,true,410,11250
4902693,6000,true,3800,6750
4902693,17000,true,8100,19125
4902694,6000,true,290,6750
4902694,10000,true,210,11250
4902695,6000,true,540,6750
4902695,10000,true,410,11250
4902697,6000,true,540,6750
4902697,10000,true,510,11250
4902698,6000,true,2900,6750
4902698,10000,true,5300,11250
4902698,17000,true,6200,19125
4902699,6000,true,530,6750
4902699,10000,true,570,11250
4902700,6000,true,750,6750
4902700,10000,true,660,11250
4902702,6000,true,2500,6750
4902702,10000,true,3500,11250
4902702,17000,true,5200,19125
4902704,6000,true,1090,6750
4902704,10000,true,780,11250
4902705,6000,true,2800,6750
4902705,10000,true,4000,11250
4902706,6000,true,4200,6750
4902706,17000,true,9900,19125
4902706,25000,true,19300,28125
4902707,6000,true,4500,6750
4902707,17000,true,13500,19125
4902707,25000,true,22700,28125
4902708,6000,true,2700,6750
4902708,10000,true,4500,11250
4902708,17000,true,3700,19125
4902709,6000,true,3700,6750
4902709,17000,true,6100,19125
4902709,17000,true,5600,19125
4902710,6000,true,330,6750
4902710,10000,true,180,11250
4902712,6000,true,350,6750
4902712,10000,true,430,11250
4902713,6000,true,560,6750
4902713,10000,true,420,11250
4902714,6000,true,440,6750
4902714,10000,true,250,11250
4902715,6000,true,2700,6750
4902715,10000,true,3700,11250
4902715,17000,true,5400,19125
4902716,6000,true,700,6750
4902716,10000,true,470,11250
4902717,6000,true,4400,6750
4902717,17000,true,11400,19125
4902718,6000,true,2500,6750
4902718,17000,true,4800,19125
4902719,6000,true,630,6750
4902719,10000,true,700,11250
4902721,6000,true,330,6750
4902721,10000,true,330,11250
4902722,6000,true,2900,6750
4902722,10000,true,6800,11250
4902722,25000,true,18800,28125
4902723,6000,true,3900,6750
4902723,17000,true,13100,19125
4902723,25000,true,24600,28125
4902724,6000,true,4000,6750
4902724,10000,true,5100,11250
4902726,6000,true,410,6750
4902726,10000,true,320,11250
4902727,6000,true,640,6750
4902727,10000,true,350,11250
4902728,6000,true,690,6750
4902728,10000,true,420,11250
4902729,6000,true,1860,6750
4902729,10000,true,2040,11250
4902730,6000,true,1170,6750
4902730,10000,true,770,11250
4902731,6000,true,3800,6750
4902731,10000,true,3700,11250
4902733,6000,true,450,6750
4902733,10000,true,340,11250
4902734,6000,true,2000,6750
4902734,10000,true,4900,11250
4902734,17000,true,4800,19125
4902735,6000,true,5000,6750
4902735,10000,true,4900,11250
4902737,6000,true,4000,6750
4902737,17000,true,11500,19125
4902737,25000,true,22800,28125
4902738,12000,true,8000,13500
4902738,17000,true,12800,19125
4902740,6000,true,600,6750
4902740,10000,true,310,11250
4902741,6000,true,3700,6750
4902741,17000,true,4800,19125
4902741,10000,true,3900,11250
4902741,10000,true,2700,11250
4902742,6000,true,520,6750
4902742,10000,true,460,11250
4902743,6000,true,1500,6750
4902743,17000,true,8600,19125
4902745,12000,true,980,13500
4902745,10000,true,130,11250
4902746,6000,true,3400,6750
4902746,17000,true,3700,19125
4902746,10000,true,3300,11250
4902746,10000,true,2600,11250
4902747,6000,true,1150,6750
4902747,10000,true,1730,11250
4902749,6000,true,2300,6750
4902749,10000,true,4100,11250
4902751,6000,true,4300,6750
4902751,10000,true,7500,11250
4902753,6000,true,2900,6750
4902753,17000,true,3500,19125
4902754,6000,true,790,6750
4902754,10000,true,470,11250
4902755,6000,true,780,6750
4902755,10000,true,880,11250
4902756,6000,true,680,6750
4902756,10000,true,680,11250
4902757,6000,true,860,6750
4902757,10000,true,530,11250
4902758,6000,true,870,6750
4902758,10000,true,1060,11250
4902759,6000,true,500,6750
4902759,10000,true,360,11250
4902760,6000,true,360,6750
4902760,10000,true,270,11250
4902761,6000,true,3700,6750
4902761,10000,true,3400,11250
4902761,25000,true,10000,28125
4902762,6000,true,1380,6750
4902762,10000,true,960,11250
4902763,6000,true,2440,6750
4902763,17000,true,3590,19125
4902764,6000,true,660,6750
4902764,10000,true,460,11250
4902765,6000,true,1190,6750
4902765,10000,true,1190,11250
4902767,6000,true,4200,6750
4902767,10000,true,5900,11250
4902769,6000,true,900,6750
4902769,10000,true,590,11250
4902770,6000,true,590,6750
4902770,10000,true,320,11250
4902771,6000,true,3200,6750
4902771,17000,true,4900,19125
4902771,17000,true,5700,19125
4902773,6000,true,1030,6750
4902773,10000,true,970,11250
4902774,6000,true,670,6750
4902774,10000,true,450,11250
4902775,6000,true,3000,6750
4902775,10000,true,3800,11250
4902775,17000,true,5800,19125
4902775,17000,true,4100,19125
4902776,6000,true,4400,6750
4902776,10000,true,3900,11250
4902776,17000,true,6000,19125
4902777,6000,true,3700,6750
4902777,17000,true,14000,19125
4902777,25000,true,16800,28125
4902778,6000,true,410,6750
4902778,10000,true,280,11250
4902780,6000,true,3100,6750
4902780,17000,true,11200,19125
4902780,25000,true,16000,28125
4902781,6000,true,270,6750
4902781,10000,true,180,11250
4902782,6000,true,660,6750
4902782,10000,true,510,11250
4902783,6000,true,910,6750
4902783,10000,true,650,11250
4902785,6000,true,3700,6750
4902785,17000,true,3800,19125
4902785,17000,true,5200,19125
4902786,6000,true,520,6750
4902786,10000,true,370,11250
4902787,6000,true,980,6750
4902787,10000,true,810,11250
4902788,6000,true,880,6750
4902788,10000,true,540,11250
4902789,6000,true,790,6750
4902789,10000,true,590,11250
4902790,6000,true,650,6750
4902790,10000,true,380,11250
4902791,6000,true,600,6750
4902791,10000,true,330,11250
4902792,6000,true,820,6750
4902792,10000,true,690,11250
4902793,6000,true,4300,6750
4902793,10000,true,7400,11250
4902794,12000,true,6500,13500
4902794,17000,true,13300,19125
4902795,6000,true,280,6750
4902795,10000,true,210,11250
4902796,12000,true,8400,13500
4902796,17000,true,12400,19125
4902797,6000,true,2500,6750
4902797,10000,true,2000,11250
4902798,6000,true,3900,6750
4902798,17000,true,11700,19125
4902799,6000,true,720,6750
4902799,10000,true,540,11250
4902800,6000,true,3600,6750
4902800,10000,true,2500,11250
4902800,10000,true,5200,11250
4902803,6000,true,980,6750
4902803,10000,true,710,11250
4902805,6000,true,900,6750
4902805,10000,true,2600,11250
4902805,17000,true,1700,19125
4902806,6000,true,4500,6750
4902806,17000,true,10800,19125
4902807,6000,true,440,6750
4902807,10000,true,350,11250
4902809,6000,true,700,6750
4902809,10000,true,940,11250
4902810,6000,true,2800,6750
4902810,10000,true,4700,11250
4902812,6000,true,4900,6750
4902812,17000,true,5700,19125
4902813,6000,true,370,6750
4902813,10000,true,310,11250
4902814,6000,true,5300,6750
4902814,10000,true,4000,11250
4902814,17000,true,10200,19125
4902815,6000,true,3400,6750
4902815,17000,true,5200,19125
4902815,17000,true,5300,19125
4902815,17000,true,4800,19125
4902816,6000,true,400,6750
4902816,10000,true,240,11250
4902817,6000,true,900,6750
4902817,10000,true,630,11250
4902818,6000,true,3000,6750
4902818,17000,true,4100,19125
4902819,6000,true,370,6750
4902819,10000,true,420,11250
4902820,6000,true,2500,6750
4902820,17000,true,4800,19125
4902820,10000,true,2100,11250
4902820,10000,true,2400,11250
4902821,6000,true,660,6750
4902821,10000,true,390,11250
4902822,6000,true,450,6750
4902822,10000,true,520,11250
4902823,6000,true,940,6750
4902823,10000,true,790,11250
4902827,6000,true,1700,6750
4902827,10000,true,4000,11250
4902828,6000,true,700,6750
4902828,10000,true,490,11250
4902829,6000,true,910,6750
4902829,10000,true,610,11250
4902830,6000,true,520,6750
4902830,10000,true,380,11250
4902831,6000,true,1700,6750
4902831,10000,true,4000,11250
4902832,6000,true,780,6750
4902832,10000,true,1810,11250
4902833,6000,true,730,6750
4902833,10000,true,440,11250
4902834,6000,true,640,6750
4902834,10000,true,470,11250
4902835,6000,true,840,6750
4902835,10000,true,500,11250
4902837,6000,true,3100,6750
4902837,10000,true,4400,11250
4902837,10000,true,4400,11250
4902838,6000,true,3900,6750
4902838,10000,true,3400,11250
4902840,6000,true,2300,6750
4902840,10000,true,3400,11250
4902840,25000,true,8800,28125
4902841,6000,true,3700,6750
4902841,17000,true,11100,19125
4902841,25000,true,19100,28125
4902842,6000,true,590,6750
4902842,10000,true,420,11250
4902843,6000,true,1280,6750
4902843,10000,true,910,11250
4902844,6000,true,1150,6750
4902844,10000,true,1350,11250
4902845,6000,true,1030,6750
4902845,10000,true,870,11250
4902847,6000,true,3300,6750
4902847,10000,true,4000,11250
4902849,6000,true,3100,6750
4902849,17000,true,4400,19125
4902849,17000,true,3800,19125
4902850,6000,true,3700,6750
4902850,17000,true,5300,19125
4902850,10000,true,4400,11250
4902850,10000,true,3400,11250
4902851,6000,true,3000,6750
4902851,17000,true,4000,19125
4902852,6000,true,2600,6750
4902852,10000,true,4900,11250
4902852,17000,true,4100,19125
4902854,6000,true,550,6750
4902854,10000,true,390,11250
4902855,6000,true,2200,6750
4902855,10000,true,5700,11250
4902856,6000,true,3200,6750
4902856,10000,true,6300,11250
4902858,6000,true,3200,6750
4902858,17000,true,11300,19125
4902858,25000,true,19500,28125
4902859,6000,true,430,6750
4902859,10000,true,290,11250
4902862,6000,true,580,6750
4902862,10000,true,390,11250
4902863,6000,true,800,6750
4902863,10000,true,900,11250
4902864,6000,true,1740,6750
4902864,10000,true,1880,11250
4902866,6000,true,710,6750
4902866,10000,true,480,11250
4902867,6000,true,610,6750
4902867,10000,true,390,11250
4902868,6000,true,550,6750
4902868,10000,true,330,11250
4902870,6000,true,1100,6750
4902870,10000,true,3100,11250
4902871,6000,true,4300,6750
4902871,17000,true,8700,19125
4902872,6000,true,430,6750
4902872,10000,true,250,11250
4902873,6000,true,4900,6750
4902873,17000,true,9800,19125
4902874,6000,true,300,6750
4902874,10000,true,290,11250
4902875,6000,true,600,6750
4902875,10000,true,390,11250
4902877,6000,true,1660,6750
4902877,10000,true,2430,11250
4902878,6000,true,480,6750
4902878,10000,true,410,11250
4902879,6000,true,670,6750
4902879,10000,true,570,11250
4902882,6000,true,710,6750
4902882,10000,true,490,11250
4902883,6000,true,2800,6750
4902883,10000,true,4300,11250
4902884,6000,true,2100,6750
4902884,10000,true,3700,11250
4902884,17000,true,5900,19125
4902885,6000,true,860,6750
4902885,10000,true,650,11250
4902886,6000,true,770,6750
4902886,10000,true,480,11250
4902887,6000,true,410,6750
4902887,10000,true,290,11250
4902888,6000,true,2900,6750
4902888,10000,true,3200,11250
4902892,6000,true,590,6750
4902892,10000,true,570,11250
4902893,6000,true,860,6750
4902893,10000,true,1010,11250
4902894,6000,true,6400,6750
4902894,17000,true,9500,19125
4902895,6000,true,560,6750
4902895,10000,true,300,11250
4902896,6000,true,1680,6750
4902896,10000,true,2010,11250
4902897,6000,true,710,6750
4902897,10000,true,590,11250
4902898,6000,true,3400,6750
4902898,10000,true,4200,11250
4902900,6000,true,3600,6750
4902900,17000,true,12100,19125
4902900,25000,true,21300,28125
4902901,6000,true,1260,6750
4902901,10000,true,900,11250
4902902,6000,true,1280,6750
4902902,10000,true,910,11250
4902903,6000,true,3000,6750
4902903,10000,true,4500,11250
4902903,17000,true,5000,19125
4902904,6000,true,880,6750
4902904,10000,true,630,11250
4902905,6000,true,750,6750
4902905,10000,true,530,11250
4902906,6000,true,1010,6750
4902906,10000,true,1070,11250
4902907,6000,true,3100,6750
4902907,17000,true,11400,19125
4902908,6000,true,1400,6750
4902908,10000,true,3400,11250
4902908,10000,true,300,11250
4902910,6000,true,1560,6750
4902910,10000,true,960,11250
4902911,6000,true,2000,6750
4902911,10000,true,1800,11250
4902912,6000,true,870,6750
4902912,10000,true,910,11250
4902913,6000,true,890,6750
4902913,10000,true,760,11250
4902914,6000,true,340,6750
4902914,10000,true,320,11250
4902915,6000,true,1000,6750
4902915,10000,true,790,11250
4902916,6000,true,1500,6750
4902916,10000,true,1330,11250
4902918,6000,true,950,6750
4902918,10000,true,700,11250
4902919,6000,true,560,6750
4902919,10000,true,380,11250
4902920,6000,true,2900,6750
4902920,10000,true,4000,11250
4902921,6000,true,3600,6750
4902921,10000,true,3300,11250
4902921,17000,true,5100,19125
4902922,6000,true,340,6750
4902922,10000,true,230,11250
4902923,6000,true,930,6750
4902923,10000,true,840,11250
4902925,6000,true,2800,6750
4902925,10000,true,4300,11250
4902927,6000,true,2900,6750
4902927,10000,true,3900,11250
4902928,6000,true,480,6750
4902928,10000,true,350,11250
4902929,6000,true,2300,6750
4902929,10000,true,4300,11250
4902929,17000,true,3900,19125
4902930,6000,false,6800,6750
4902930,17000,true,7600,19125
4902931,6000,true,3200,6750
4902931,10000,true,4100,11250
4902933,6000,true,2300,6750
4902933,10000,true,1640,11250
4902934,6000,true,410,6750
4902934,10000,true,230,11250
4902936,6000,true,710,6750
